,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-01-13,2021-01-29,16,72.6414962,0.3048946,21378.5177,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-01-13,2021-01-29,16,75.0425619,0.7981701,2939.793,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-01-13,2021-01-29,16,75.2067974,0.4671861,8542.9895,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-01-13,2021-01-29,16,83.2691864,1.1590734,1037.0018,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-01-13,2021-01-29,16,79.2947829,0.4642711,7616.9505,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-01-13,2021-01-29,16,75.3854544,0.5699639,5711.9541,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-01-13,2021-01-29,16,68.2353007,0.9017856,2665.3073,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-01-13,2021-01-29,16,62.7988394,1.8499555,682.6303,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,70.295042,1.5655142,852.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,63.3833398,0.713019,4565.1136,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,68.6482317,0.8244025,3166.7426,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,74.3058908,0.545604,6413.5973,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,79.2659797,0.2396797,28609.3331,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,77.317091,0.5729394,5342.6512,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,82.7803511,0.5702825,4383.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,88.9214896,1.4431567,473.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,74.3342493,1.2044983,1315.0146,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,70.7571325,0.3317099,18805.0002,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,65.6994916,0.5495479,7461.9349,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,80.2171718,1.1767536,1146.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,73.4779246,0.7124906,3838.8942,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,65.5891925,1.0520779,2039.0665,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,75.4599684,0.390382,12151.0014,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,69.5055056,0.5639234,6665.0047,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,74.3577842,0.7598862,3302.0592,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,69.8887446,0.6880782,4444.8853,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,63.5065609,0.7136635,4550.3673,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,81.4575488,0.5115912,5771.0175,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,78.8658823,0.5875013,4828.9829,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,79.2019684,0.8732774,2160.0,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,71.6111176,0.4129417,11922.0605,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,78.9733785,0.5965228,4666.5524,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,69.4955263,0.624929,5428.2397,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,60.8917325,0.9211416,2806.5585,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,72.7658632,1.1679932,1452.649,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,70.6586624,0.4358633,10913.0145,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,70.901042,1.7123798,703.6065,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,77.9220929,0.9007652,2120.2901,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,80.7682288,0.8808417,2002.0,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,78.1891776,0.5173752,6370.9983,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,78.3810328,0.761139,2924.9467,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,70.6512115,0.9427541,2332.9901,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,75.2148274,0.348062,15388.0001,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,68.9888883,0.4252792,11829.0021,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,69.4308555,0.6855488,4516.0531,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,76.8454041,0.6307147,4472.9004,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,73.2687535,0.3910006,12811.007,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,81.9490108,1.1130723,1193.9825,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,66.4652677,0.5864854,6480.0037,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,72.982749,1.4018621,1003.3461,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,69.085117,0.5659466,6668.086,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,72.6050532,0.3041862,21496.0296,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,76.0695076,0.7874417,2935.7931,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,75.6128889,0.4603625,8700.7433,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,83.6573066,1.1432668,1046.0016,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,79.4648688,0.4621888,7638.9517,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,75.5221272,0.5651477,5787.9392,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,67.7363564,0.9099609,2639.3065,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-01-14,2021-01-29,15,63.9293889,1.8484061,674.9308,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,69.7753615,1.5489492,879.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,64.6961631,0.7110822,4517.1115,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,68.1893062,0.8268501,3172.7499,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,74.3056308,0.5472419,6375.3051,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,79.6600792,0.2384962,28485.7116,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,78.5713256,0.5627916,5315.745,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,83.2531969,0.5656175,4358.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,88.723435,1.4605659,469.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,73.9764529,1.2206644,1292.0146,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,71.3769276,0.3300931,18750.0004,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,66.0398719,0.5465472,7507.9309,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,80.6680279,1.1747612,1130.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,73.5681797,0.710041,3857.0056,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,66.8370388,1.0541336,1994.7074,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,75.6099258,0.3895419,12153.0012,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,70.378994,0.561634,6609.0052,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,74.6564006,0.7622856,3256.116,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,70.1933488,0.6840224,4471.6567,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,63.7505665,0.7131875,4543.367,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,81.8147045,0.5053907,5825.0175,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,79.2171319,0.5854729,4802.983,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,78.9615914,0.8781962,2154.0,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,72.362979,0.410397,11874.0618,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,79.5306633,0.5943788,4607.9925,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,69.3439568,0.6261426,5422.2336,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,61.3747456,0.9210137,2794.6592,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,73.3792091,1.1657652,1437.3808,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,70.5236502,0.4381166,10830.014,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,69.9747091,1.7243038,706.6441,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,77.5000041,0.9120158,2096.4254,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,79.9991902,0.8980401,1984.0,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,78.5807459,0.5118276,6424.9983,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,78.6381476,0.7557449,2941.1809,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,71.2672415,0.9464107,2286.1671,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,76.0697951,0.3443474,15352.0004,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,69.7070888,0.4218665,11865.0036,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,70.0481456,0.6816061,4515.9948,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,77.6157467,0.6206922,4509.6191,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,73.5468279,0.390431,12763.0072,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,83.2351627,1.0770192,1202.9825,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,66.6971469,0.5867873,6451.0038,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,74.449379,1.3813801,996.8645,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,68.9843471,0.5705664,6572.3259,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,72.9605427,0.3041858,21321.0282,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,76.8389532,0.7840865,2894.7544,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,75.8634692,0.4581318,8724.2216,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,82.1936252,1.1840122,1044.0019,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,79.7156343,0.4592115,7667.9519,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,75.1106966,0.5669046,5816.9399,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,68.7393537,0.9012884,2645.3056,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-01-15,2021-01-29,14,66.3657943,1.8348081,663.0468,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,71.731572,1.5102718,889.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,64.2373322,0.7195471,4437.0967,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,67.3842592,0.8303395,3187.6768,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,74.0263987,0.5536041,6273.6483,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,79.7565404,0.2390559,28252.2003,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,78.7599205,0.5610296,5314.8365,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,83.7096196,0.5611893,4330.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,87.9358539,1.5202848,459.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,74.8660379,1.1989455,1309.0219,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,71.6475068,0.3288883,18780.0001,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,65.8344632,0.5481843,7484.9393,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,82.1144751,1.1425743,1125.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,74.5358965,0.7024829,3846.1158,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,67.6422473,1.0381916,2030.6793,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,75.9752871,0.3888278,12073.0224,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,70.3044628,0.5604335,6647.0042,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,74.484024,0.7644563,3252.1454,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,70.2583855,0.6814627,4499.6481,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,63.904254,0.7095702,4581.3673,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,82.1506622,0.5046819,5757.02,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,79.3480373,0.5816313,4843.9758,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,79.4587496,0.864684,2183.0,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,72.7702594,0.4076663,11923.0615,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,80.111824,0.5844741,4664.0263,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,69.4240512,0.6293581,5359.1299,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,61.7388786,0.9135098,2830.6747,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,73.2989311,1.1651362,1441.6934,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,70.9789408,0.4364636,10813.0132,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,70.5129238,1.6793758,737.2328,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,76.6865663,0.9215173,2105.322,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,80.6936848,0.8806017,2009.0,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,79.0237257,0.5089241,6399.9981,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,78.1251879,0.7887843,2746.7482,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,71.446726,0.9523882,2249.1077,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,76.1138695,0.3442195,15344.001,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,69.9173659,0.4217092,11827.0046,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,70.5380512,0.6740539,4573.9953,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,78.3014268,0.6162308,4474.1864,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,73.8105142,0.3893744,12750.0078,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,82.4810263,1.0978055,1198.98,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,66.989558,0.5821999,6524.0033,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,75.7103211,1.3705028,979.0773,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,69.4598105,0.5694252,6542.3222,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,72.9014946,0.305507,21166.0282,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,78.1638442,0.7647018,2918.7568,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,76.1056975,0.4555661,8762.1092,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,81.6016532,1.2038121,1036.0014,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,79.3409572,0.462403,7665.9559,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,75.7511707,0.562137,5812.9385,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,69.0022809,0.9017652,2630.306,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-01-16,2021-01-29,13,67.0957525,1.8275096,661.0399,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,72.6738125,1.4962931,887.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,64.5006261,0.7167468,4457.1074,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,68.4581211,0.8260798,3164.2334,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,74.3384589,0.5532406,6232.5858,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,80.0021753,0.2390138,28005.2003,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,78.641012,0.5669973,5224.777,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,83.6980056,0.5630433,4304.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,87.6889368,1.5253208,464.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,75.7685235,1.1906887,1295.0073,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,72.2295611,0.3271193,18745.0003,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,66.5324614,0.5459719,7469.933,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,81.3870669,1.160403,1125.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,74.0816236,0.7084934,3825.134,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,67.2653156,1.055171,1977.6691,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,76.1062537,0.3888744,12025.0222,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,70.4264716,0.559724,6648.004,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,74.4247861,0.7778199,3146.1454,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,70.3008509,0.6787493,4531.9574,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,63.991346,0.709555,4576.7375,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,82.5791876,0.5010618,5730.023,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,79.7246081,0.5812804,4783.9905,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,78.6959221,0.8707894,2211.0,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,73.0950721,0.4065577,11898.0446,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,80.0095331,0.5841573,4687.1085,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,69.2751768,0.6288012,5383.1967,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,60.9957785,0.9163102,2833.5202,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,72.9704362,1.1821084,1411.469,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,71.2862386,0.4345433,10840.0121,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,68.9701537,1.7033578,737.6138,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,76.258693,0.9324442,2082.3237,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,80.55375,0.8843422,2003.0,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,79.0106866,0.5096378,6384.9977,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,78.8376359,0.8080695,2555.0558,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,71.9275537,0.9573482,2203.1077,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,76.67431,0.3425703,15240.0013,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,69.9057408,0.4230633,11754.0046,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,70.403595,0.6782909,4528.9952,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,78.1152546,0.6166869,4495.1885,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,74.3213319,0.3889086,12618.0077,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,82.8582253,1.0929719,1188.977,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,66.9579427,0.582029,6531.003,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,76.7067963,1.3435429,989.8286,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,69.6514691,0.5693022,6522.0221,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,72.8330482,0.3072038,20966.0282,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,78.137226,0.7658477,2912.5841,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-01-17,2021-01-29,12,76.052363,0.4513089,8941.8545,state,fb-survey
