,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,74.9264106,0.3989432,11804.0017,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,80.4419507,0.5902764,4515.4114,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,71.4415629,0.623722,5244.4903,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,65.6449374,0.9173425,2679.9641,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,73.8653388,1.1481025,1464.5231,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,72.7330473,0.4377164,10351.0113,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,73.1507915,1.6672424,706.5665,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,76.3784505,0.9773586,1888.7363,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,81.7303927,0.8627619,2006.0,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,80.7551246,0.4932422,6387.9972,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,82.8548131,0.7516034,2514.6787,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,74.0539077,0.938176,2182.9879,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,78.3997397,0.3392166,14717.0019,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,70.7968527,0.4267618,11352.0043,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,71.4723973,0.6831666,4368.6819,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,77.5924404,0.6181933,4549.5179,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,76.4491195,0.3768463,12678.0081,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,83.596824,1.0623652,1214.9825,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,69.2575856,0.5945606,6023.0022,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,71.2584484,1.4613992,958.9784,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,67.8625393,0.5846745,6379.8915,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,74.3390799,0.3032521,20743.4904,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,77.2335308,0.7706084,2960.9706,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,77.7150851,0.4549806,8366.2461,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,87.1426132,1.1065752,915.0007,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,81.8871433,0.4464648,7440.9475,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,75.2668211,0.5759477,5611.9972,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,71.4170393,0.8923808,2563.3544,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-01-25,2021-01-30,5,69.5728931,1.7365744,701.9625,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,75.2158054,1.464644,869.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,64.6127647,0.7279227,4315.1358,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,70.3212931,0.8416922,2945.9492,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,76.8546934,0.5360024,6191.5563,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,81.3180696,0.2396416,26453.5651,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,79.3764838,0.5620143,5182.7455,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,82.809324,0.5861768,4143.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,86.2723947,1.6538243,433.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,79.4215623,1.1144132,1316.0073,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,72.9118041,0.3259575,18589.0003,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,67.8502668,0.538161,7531.9002,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,77.0590177,1.2729325,1091.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,75.1362118,0.7194348,3609.3888,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,71.4857312,1.0026926,2027.4306,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,77.02448,0.3954932,11313.9983,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,70.6725012,0.5654246,6483.0018,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,76.0116136,0.7642328,3121.9766,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,71.3262557,0.6937992,4248.7998,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,65.9349246,0.729488,4220.7392,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,83.8525378,0.4938828,5551.0195,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,80.8156757,0.5784202,4633.9909,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,77.7870873,0.8998276,2134.0,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,74.9295638,0.4005073,11711.0046,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,80.4421172,0.588048,4549.6686,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,71.8808646,0.6196253,5264.4975,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,66.2015386,0.9250404,2614.8311,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,73.9227124,1.1482371,1462.1003,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,72.9237017,0.4373678,10322.011,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,73.086433,1.6935772,685.8009,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,75.5019032,0.9975686,1858.6802,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,81.8399935,0.8543816,2036.0,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,80.7889552,0.4906891,6445.9973,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,82.5977763,0.7352207,2659.1183,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,73.96921,0.9361655,2197.0153,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,78.576878,0.3394521,14609.0016,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,71.5333858,0.4252207,11262.005,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,71.5389434,0.6881944,4299.038,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,77.8134129,0.6114293,4617.9839,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,77.1180977,0.3731066,12676.0086,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,84.5021618,1.058439,1168.9805,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,69.1336242,0.5976608,5974.0019,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,72.2978552,1.438514,967.8557,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,68.0660964,0.5844123,6364.2058,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,74.3024299,0.3034906,20730.2523,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,77.5377366,0.7686763,2947.6754,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,78.0760793,0.45187,8383.188,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,86.5694666,1.1353392,902.0004,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,81.7957055,0.446292,7475.9462,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,75.6148155,0.5712207,5650.9969,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,71.7524411,0.8955122,2527.4038,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-01-26,2021-01-31,5,69.5028323,1.766819,679.0127,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,76.6081662,1.4278258,879.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,64.8765958,0.7239206,4348.1328,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,70.5181458,0.833315,2993.8996,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,76.8386306,0.5342563,6235.117,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,81.7785497,0.2369115,26549.1246,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,79.504863,0.5541777,5305.7455,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,83.3045416,0.5763443,4187.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,86.5920156,1.6134416,446.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,80.3431443,1.0787985,1357.0073,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,72.7013295,0.3247114,18823.001,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,68.3841385,0.5307198,7675.9091,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,77.7985198,1.2547966,1097.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,74.8326385,0.7237599,3595.3374,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,71.3346188,0.9971761,2056.4319,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,77.4234209,0.3907684,11446.9982,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,71.2156182,0.5600284,6536.0007,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,76.2220481,0.7548233,3181.0061,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,71.4490892,0.6848163,4349.7914,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,65.4279701,0.7287921,4258.7393,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,83.4414406,0.4972036,5589.022,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,81.6003891,0.5690876,4635.9907,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,77.6729336,0.8943779,2168.0,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,75.1552082,0.3978597,11795.996,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,80.3674173,0.5852422,4606.6597,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,71.9107298,0.6159789,5323.5639,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,67.4897963,0.9165389,2611.8966,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,73.5686869,1.1458126,1481.1005,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,72.9669491,0.4341717,10464.0114,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,73.2465343,1.6902303,685.923,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,76.9499803,0.9706678,1882.5154,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,81.9673336,0.8495431,2048.0,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,81.370793,0.483366,6487.9976,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,83.096097,0.6982939,2880.654,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,74.7989016,0.9231285,2212.0267,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,79.1058355,0.3339248,14823.0014,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,71.8208884,0.4200561,11470.0043,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,71.5895713,0.6847264,4338.0381,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,79.2947942,0.5939223,4654.4135,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,77.2674997,0.369689,12852.0088,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,84.4457077,1.0510588,1188.978,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,69.344693,0.5895568,6116.0019,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,73.2666013,1.4173937,974.943,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,68.2330508,0.5847463,6339.2126,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,74.725313,0.3004432,20923.2251,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,78.268128,0.7584839,2956.5782,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,78.4018963,0.4443363,8576.6688,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,87.6138072,1.0920295,910.0005,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,81.6276351,0.4444225,7592.9439,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,75.6716613,0.5655386,5756.0058,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,72.1869198,0.8807199,2588.4038,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-01-27,2021-02-01,5,69.838074,1.7652215,676.0097,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,76.9312907,1.423348,876.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,65.3892391,0.7220318,4341.1496,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,70.5931857,0.8356426,2972.8271,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,76.8799654,0.5342238,6228.0949,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,81.9080745,0.2368448,26417.0214,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,79.4886141,0.5525246,5340.6808,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,83.3881753,0.5726628,4224.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,86.3422513,1.6242298,447.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,80.2496721,1.0779545,1364.0073,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,72.7450475,0.3229571,19009.0018,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,68.3528077,0.532494,7628.9028,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,78.7068595,1.2287532,1110.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,75.0554622,0.7108288,3705.3372,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,71.5567565,0.9938819,2060.441,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,77.1342582,0.3912652,11520.9988,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,71.323436,0.5612076,6494.0006,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,75.8952972,0.7619557,3151.0636,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,70.9866592,0.6866032,4368.8063,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,65.6254441,0.7278732,4257.9238,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,83.7063191,0.4958597,5547.021,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,81.973697,0.566039,4611.9909,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,77.8372718,0.898049,2139.0,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,74.7467141,0.3980897,11910.9965,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,80.6199256,0.5759132,4710.6825,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,72.4928115,0.6130126,5306.4287,state,fb-survey
25,ms,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,68.3825944,0.9082411,2621.0147,state,fb-survey
26,mt,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,73.4560084,1.1525369,1467.8575,state,fb-survey
27,nc,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,73.57144,0.4318079,10428.0122,state,fb-survey
28,nd,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,72.3574939,1.6768831,711.3042,state,fb-survey
29,ne,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,77.1720492,0.9595785,1913.2244,state,fb-survey
30,nh,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,82.4806729,0.8403922,2046.0,state,fb-survey
31,nj,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,81.1223536,0.4858725,6486.9977,state,fb-survey
32,nm,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,82.8220108,0.6770373,3103.7937,state,fb-survey
33,nv,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,75.1035972,0.9075557,2270.13,state,fb-survey
34,ny,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,79.0195606,0.3348152,14789.0018,state,fb-survey
35,oh,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,71.5860519,0.4212044,11465.0042,state,fb-survey
36,ok,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,71.1602183,0.6910069,4297.9804,state,fb-survey
37,or,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,79.4872033,0.590795,4671.4147,state,fb-survey
38,pa,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,77.2678882,0.3688125,12913.0088,state,fb-survey
39,ri,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,83.8588258,1.067875,1186.979,state,fb-survey
40,sc,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,69.6350863,0.5900629,6073.0036,state,fb-survey
41,sd,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,73.2677582,1.3980622,1002.0636,state,fb-survey
42,tn,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,68.520501,0.5820363,6367.1965,state,fb-survey
43,tx,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,74.6587747,0.3006468,20931.2525,state,fb-survey
44,ut,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,78.666425,0.7589573,2913.5222,state,fb-survey
45,va,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,78.9609254,0.4348282,8786.2489,state,fb-survey
46,vt,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,85.7456167,1.1457905,931.0006,state,fb-survey
47,wa,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,82.1253016,0.441356,7535.9427,state,fb-survey
48,wi,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,75.4056243,0.5642985,5824.0051,state,fb-survey
49,wv,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,72.7450139,0.8745437,2592.3052,state,fb-survey
50,wy,smoothed_wcovid_vaccinated_or_accept,2021-01-28,2021-02-02,5,69.3130982,1.7685879,680.0096,state,fb-survey
0,ak,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,76.3079319,1.4244509,891.0,state,fb-survey
1,al,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,65.6705875,0.723811,4303.1547,state,fb-survey
2,ar,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,71.9773401,0.8280693,2941.5198,state,fb-survey
3,az,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,76.6291039,0.533803,6285.0256,state,fb-survey
4,ca,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,81.9114655,0.2372865,26314.9227,state,fb-survey
5,co,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,79.7651121,0.548512,5364.6521,state,fb-survey
6,ct,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,83.5487109,0.5686897,4250.0,state,fb-survey
7,dc,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,87.0952836,1.5597341,462.0,state,fb-survey
8,de,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,79.0983266,1.1001393,1366.0073,state,fb-survey
9,fl,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,73.0440479,0.3219586,18995.0018,state,fb-survey
10,ga,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,68.3521047,0.5329864,7614.9041,state,fb-survey
11,hi,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,77.3185821,1.2620698,1101.0,state,fb-survey
12,ia,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,74.8776487,0.7073702,3759.4037,state,fb-survey
13,id,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,70.5601466,0.9958928,2094.4495,state,fb-survey
14,il,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,77.6137419,0.390741,11379.9994,state,fb-survey
15,in,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,71.055206,0.5639383,6467.0037,state,fb-survey
16,ks,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,76.1442678,0.7625303,3124.0342,state,fb-survey
17,ky,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,70.7799804,0.6826699,4437.818,state,fb-survey
18,la,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,66.1531955,0.7255033,4253.9237,state,fb-survey
19,ma,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,83.6501127,0.5003046,5464.0205,state,fb-survey
20,md,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,82.2912586,0.5598152,4649.9909,state,fb-survey
21,me,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,77.9967295,0.897619,2130.0,state,fb-survey
22,mi,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,75.0129976,0.3959592,11955.0057,state,fb-survey
23,mn,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,80.6041804,0.5801634,4644.7792,state,fb-survey
24,mo,smoothed_wcovid_vaccinated_or_accept,2021-01-29,2021-02-03,5,72.113053,0.6158251,5302.7364,state,fb-survey
