FIPS,State,County,PopChangeRate1819,PopChangeRate1019,TotalPopEst2019,NetMigrationRate1019,NaturalChangeRate1019,Net_International_Migration_Rate_2010_2019,PopChangeRate0010,NetMigrationRate0010,NaturalChangeRate0010,Immigration_Rate_2000_2010,PopDensity2010,Under18Pct2010,Age65AndOlderPct2010,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010,NonHispanicWhitePopChangeRate0010,NonHispanicBlackPopChangeRate0010,NonHispanicAsianPopChangeRate0010,NonHispanicNativeAmericanPopChangeRate0010,HispanicPopChangeRate0010,MultipleRacePopChangeRate0010,WhiteNonHispanicNum2010,BlackNonHispanicNum2010,AsianNonHispanicNum2010,NativeAmericanNonHispanicNum2010,HispanicNum2010,MultipleRaceNum2010,ForeignBornPct,ForeignBornEuropePct,ForeignBornMexPct,NonEnglishHHPct,Ed1LessThanHSPct,Ed2HSDiplomaOnlyPct,Ed3SomeCollegePct,Ed4AssocDegreePct,Ed5CollegePlusPct,AvgHHSize,FemaleHHPct,HH65PlusAlonePct,OwnHomePct,ForeignBornNum,TotalPopACS,ForeignBornAfricaPct,Ed3SomeCollegeNum,Ed2HSDiplomaOnlyNum,Ed1LessThanHSNum,TotalPop25Plus,Ed5CollegePlusNum,TotalOccHU,ForeignBornAsiaPct,Ed4AssocDegreeNum,ForeignBornEuropeNum,NonEnglishHHNum,HH65PlusAloneNum,OwnHomeNum,FemaleHHNum,TotalHH,ForeignBornCentralSouthAmPct,ForeignBornCentralSouthAmNum,ForeignBornCaribPct,ForeignBornCaribNum,ForeignBornAfricaNum,ForeignBornAsiaNum,ForeignBornMexNum,LandAreaSQMiles2010,Age65AndOlderNum2010,TotalPop2010,Under18Num2010,Net_International_Migration_2000_2010,NaturalChangeNum0010,NetMigrationNum0010,TotalPopEst2012,TotalPopEst2013,TotalPopEst2010,TotalPopEst2014,TotalPopEst2011,Net_International_Migration_2010_2019,NaturalChange1019,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,NetMigration1019,TotalPopEst2018,TotalPopEstBase2010
05107,AR,Phillips,-1.507,-17.965,17782,-19.238,1.273,-0.12,-17.73,-25.49,3.55,0.186382655,31.28,28.10,14.96,34.63,62.75,0.29,0.18,1.32,0.95,-26.45,-11.89,-20.00,-13.33,-24.87,-0.48,7535,13652,64,39,287,206,0.562151939,0.047283808,0.30997163,0.266737797,21.59818462,30.05916201,26.33114515,7.999027474,14.01248075,2.51,24.1531075,12.91010936,48.19951987,107,19034,0.031522539,3249,3709,2665,12339,1729,7498,0.057791321,987,9,20,968,3614,1811,7498,0.425554271,81,0,0,6,11,59,695.66,3254,21757,6113,49,932,-6702.5,20736,20437,21676,19952,21406,-26,276,19546,19050,18599,-4170,18054,21755
05109,AR,Pike,0.488,-4.847,10718,-2.921,-1.926,0.257,-0.11,-4.54,-1.57,1.345746558,18.80,24.68,17.38,88.24,2.90,0.49,0.56,6.44,1.64,-3.37,-16.37,205.56,-4.55,80.40,52.89,9963,327,55,63,727,185,4.071058475,0.138786084,2.359363434,0.7908816,15.21911299,38.88595565,23.54804646,7.655755016,14.69112988,2.47,9.141660851,14.18934636,77.18073971,440,10808,0,1784,2946,1153,7576,1113,4299,0.29607698,580,15,34,610,3318,393,4299,3.266099186,353,0.120281273,13,0,32,255,600.62,1962,11291,2787,152.5,-177.5,-514,11254,11121,11264,10989,11241,29,-217,10837,10826,10735,-329,10666,11287
05111,AR,Poinsett,-1.569,-4.026,23528,-3.125,-0.901,0.257,-4.03,-4.76,1.39,0.638248038,32.41,24.24,15.86,89.01,7.18,0.18,0.23,2.21,1.34,-5.57,-2.81,15.38,16.67,48.36,72.77,21881,1764,45,56,543,330,0.648540783,0,0.573709154,0.519232807,19.3676858,44.28650205,21.32834998,4.950677042,10.06678512,2.51,16.7214157,9.526332521,63.47356151,156,24054,0.041573127,3481,7228,3161,16321,1643,9437,0,808,0,49,899,5990,1578,9437,0.606967656,146,0,0,10,0,138,758.39,3900,24583,5959,163.5,356,-1218.5,24299,24187,24515,24152,24449,63,-221,24002,23974,24071,-766,23903,24576
05113,AR,Polk,-0.275,-3.402,19964,-1.727,-1.674,0.203,2.14,0.49,0.27,0.671008486,24.09,23.82,19.48,89.77,0.26,0.43,1.68,5.76,2.31,-1.52,68.75,109.52,21.68,68.08,41.42,18549,54,88,348,1190,478,4.538015176,0.332291822,3.198928731,1.548025353,15.35952347,37.4060417,24.07459935,9.885122678,13.27471281,2.44,11.54314968,12.54266212,75.78010726,915,20163,0.014878738,3395,5275,2166,14102,1872,8204,0.411645092,1394,67,127,1029,6217,947,8204,3.506422655,707,0.044636215,9,3,83,645,857.68,4025,20662,4921,136,54.5,99,20420,20342,20667,20249,20558,42,-346,20194,20145,20147,-357,20019,20654
05115,AR,Pope,0.752,3.161,64072,0.246,2.914,0.729,13.37,6.39,4.85,0.620634018,76.00,23.06,13.14,86.90,2.83,0.97,0.64,6.75,2.21,6.20,24.59,74.05,11.20,271.15,80.93,53667,1748,597,397,4168,1366,5.224373075,0.223116083,2.10703287,3.212833657,15.15647068,35.47659754,22.09420451,5.319755197,21.95297208,2.66,10.40745978,11.63602616,68.39756054,3325,63644,0.087989441,8917,14318,6117,40359,8860,22628,1.101439256,2147,142,727,2633,15477,2355,22628,3.612280812,2299,0.188548803,120,56,701,1341,812.55,8113,61754,14241,338.5,2647.5,3487,62631,62588,62109,63117,62687,453,1810,63608,63897,63634,153,63594,61753
05117,AR,Prairie,-0.247,-7.567,8062,-5.285,-2.282,-0.103,-8.64,-8.59,-1.83,0.057949636,13.45,21.55,19.70,85.71,12.17,0.06,0.30,0.93,0.92,-7.32,-18.63,-68.75,-21.21,5.19,31.15,7470,1061,5,26,81,80,0.06065017,0,0,0.235232619,17.78298727,40.02009377,20.47890154,6.597454789,15.12056263,2.12,11.94458965,17.69472033,72.00731835,5,8244,0,1223,2390,1062,5972,903,3826,0.06065017,394,0,9,677,2755,457,3826,0,0,0,0,0,5,0,647.96,1717,8715,1878,5.5,-173.5,-815,8482,8375,8722,8347,8599,-9,-199,8299,8252,8248,-461,8082,8716
05119,AR,Pulaski,-0.002,2.183,391911,-2.132,4.315,1.453,5.89,-0.43,6.96,1.152881097,503.77,24.09,11.99,55.31,34.81,1.94,0.33,5.79,2.05,-6.90,16.13,67.23,-2.76,151.45,55.26,211697,133242,7425,1267,22168,7861,5.521230713,0.526097753,1.607266757,1.846157764,9.559110857,26.16778887,23.3689281,6.815107611,34.08906457,2.46,16.38242203,11.00246367,58.44553516,21724,393463,0.232804609,62195,69644,25441,266144,90726,157083,1.858116265,18138,2070,2900,17283,91808,25734,157083,2.683606845,10559,0.097086638,382,916,7311,6324,759.76,45908,382748,92185,4172,25196,-1544.5,389225,391512,383538,392952,386990,5572,16551,393576,394151,393280,-8178,391918,382749
05121,AR,Randolph,-0.067,0.017,17958,1.314,-1.298,-0.34,-1.24,-0.83,0.03,0.630680253,27.55,23.21,18.70,95.87,0.71,0.16,0.50,1.57,1.40,-1.90,-26.44,115.38,-3.26,89.93,20.57,17226,128,28,89,283,252,1.920127251,0.352212691,0.323808442,0.657276995,17.28888164,35.55591784,23.59797848,9.545158135,14.01206391,2.31,12.74312542,14.05767941,72.04560698,338,17603,0.153382946,2895,4362,2121,12268,1719,7455,0,1171,62,49,1048,5371,950,7455,0.630574334,111,0,0,27,0,57,652.19,3361,17969,4171,114.5,5.5,-150.5,17840,17625,17955,17569,17973,-61,-233,17437,17444,17665,236,17970,17969
05123,AR,St. Francis,-2.019,-11.35,24994,-13.155,1.805,0.557,-3.65,-14.21,3.91,0.063086104,44.52,23.63,12.20,42.37,51.54,0.47,0.45,4.07,1.45,-9.46,2.05,-17.39,98.44,-19.71,-0.24,11973,14565,133,127,1149,410,1.441393474,0.209173195,0.243401536,0.032192295,19.3565976,38.82224646,24.06761178,7.13740458,10.61613959,2.45,20.56014594,13.17737955,57.09840112,379,26294,0.361299156,4414,7120,3550,18340,1947,9319,0.349889709,1309,55,3,1228,5321,1916,9319,0.509621967,134,0,0,95,92,64,634.77,3447,28258,6677,18.5,1146.5,-4167.5,27992,27508,28194,27088,27994,157,509,26651,26347,25997,-3709,25509,28253
05125,AR,Saline,1.126,13.73,122437,11.457,2.273,0.333,28.24,17.81,3.61,0.505446934,148.03,24.40,14.82,88.97,4.62,0.86,0.46,3.82,1.43,20.68,172.60,96.16,26.02,274.95,84.01,95298,4945,920,494,4087,1531,3.066715251,0.263539222,1.277021244,0.759104669,9.569084119,31.49076258,24.32930425,8.527417453,26.0834316,2.68,11.82230988,10.08852399,78.35749014,3619,118009,0.047454008,19806,25636,7790,81408,21234,43604,0.921963579,6942,311,331,4399,34167,5155,43604,1.684617275,1988,0.011863502,14,56,1088,1507,723.60,15875,107118,26139,425,3038,14975.5,111442,113348,107656,114874,109553,359,2447,116390,117656,119520,12334,121074,107135
05127,AR,Scott,-0.561,-8.816,10281,-8.825,0.009,-0.284,2.16,-0.45,1.57,2.909836066,12.59,25.67,17.05,85.35,0.45,3.37,1.69,6.96,2.51,-3.68,112.50,264.42,24.18,24.52,94.48,9587,51,379,190,782,282,1.963225436,0.296877993,0.718253208,1.193255512,21.14969025,42.9909235,20.01152572,6.756951448,9.090909091,2.69,8.638132296,11.9844358,74.31906615,205,10442,0,1389,2984,1468,6941,631,3855,0.804443593,469,31,46,462,2865,333,3855,0.86190385,90,0,0,0,84,75,892.32,1915,11233,2883,319.5,172,-49.5,11033,10934,11275,10686,11264,-32,1,10561,10332,10369,-995,10339,11241
05129,AR,Searcy,-0.618,-3.679,7881,0.342,-4.021,0.281,-0.80,-2.59,-2.08,0.084889643,12.30,20.44,21.29,95.18,0.04,0.13,1.11,1.48,2.21,-2.41,0.00,0.00,49.18,40.70,63.06,7800,3,11,91,121,181,0.93398965,0.265051117,0.21456519,0.152858453,15.51427589,45.09803922,18.48985208,8.376332989,12.52149983,2.39,7.918067869,14.09354937,77.62152247,74,7923,0,1075,2622,902,5814,728,3271,0.290294081,487,21,5,461,2539,259,3271,0.21456519,17,0,0,0,23,17,666.09,1745,8195,1675,7,-171.5,-213.5,8005,7991,8182,7924,8078,23,-329,7835,7968,7927,28,7930,8195
05131,AR,Sebastian,0.201,1.662,127827,-1.618,3.281,0.546,9.28,2.33,6.35,3.221201267,236.40,25.35,13.14,72.83,6.24,4.01,1.74,12.28,3.59,-0.46,11.94,25.47,29.12,100.32,47.10,91585,7848,5039,2186,15445,4519,9.027859502,0.254979955,3.607377943,2.946516677,16.83406088,32.03913357,23.77352687,7.667009736,19.68626894,2.48,13.42016973,11.61042037,59.73554371,11507,127461,0.088654569,20096,27083,14230,84531,16641,50670,3.08172696,6481,325,1493,5883,30268,6800,50670,5.371054676,6846,0.127882254,163,113,3928,4598,531.91,16518,125744,31882,3723,7338,2689,127571,127173,125737,126733,127010,686,4125,127385,127385,127786,-2035,127570,125740
05133,AR,Sevier,-0.317,-0.84,17007,-6.303,5.463,-0.082,8.26,-0.68,9.21,8.28411761,30.18,29.55,12.59,61.06,4.20,0.36,1.90,30.60,3.07,-8.82,-5.28,195.24,26.07,68.01,105.91,10416,717,62,324,5220,523,16.50671785,0.063979527,15.3899843,9.395285275,25.71722269,36.06205028,20.29716849,6.41061583,11.51294272,2.92,13.10215237,9.53194397,74.88896481,2838,17193,0.046530565,2172,3859,2752,10701,1232,5854,0.267550747,686,11,550,558,4384,767,5854,16.03559588,2757,0,0,8,46,2646,565.13,2147,17058,5040,1304.5,1451,-106.5,17188,17356,17151,17410,17218,-14,937,17262,16971,17103,-1081,17061,17059
05135,AR,Sharp,0.879,1.113,17442,5.612,-4.499,0.232,0.85,7.38,-4.02,0.102112265,28.56,21.53,23.95,94.99,0.53,0.28,0.95,1.68,1.71,-0.63,8.33,133.33,45.13,73.65,23.95,16399,91,49,164,290,295,0.768644018,0.03520507,0.287508068,0,16.4342468,41.96529917,22.75822928,7.515809956,11.32641479,2.29,10.40250204,17.67745445,75.78188741,131,17043,0.005867512,2807,5176,2027,12334,1397,7354,0.070410139,927,6,0,1300,5573,765,7354,0.498738485,85,0,0,1,12,49,604.44,4134,17264,3717,17.5,-689,1265,17034,17043,17250,16820,17270,40,-776,16808,17007,17147,968,17290,17263
05137,AR,Stone,0.418,0.944,12506,4.56,-3.616,-0.581,7.78,6.75,-1.73,0.195329456,20.44,20.61,22.80,96.11,0.09,0.36,0.66,1.27,1.61,7.39,22.22,650.00,-1.20,26.61,5.82,11912,11,45,82,157,200,0.361561948,0.05624297,0.07231239,0.181671377,20.41507373,36.29710541,21.26706718,9.208083015,12.81267067,2.48,8.558740412,16.24949536,72.72910779,45,12446,0,1947,3323,1869,9155,1173,4954,0.224971879,843,7,9,805,3603,424,4954,0.07231239,9,0,0,0,28,9,606.40,2826,12394,2555,22.5,-199.5,778,12542,12423,12389,12381,12500,-72,-448,12386,12509,12520,565,12454,12394
05139,AR,Union,-1.168,-6.954,38682,-6.552,-0.402,-0.06,-8.74,-6.42,0.43,0.635816569,40.07,24.16,15.56,61.77,32.84,0.47,0.31,3.51,1.25,-14.12,-5.98,13.29,24.51,180.77,48.30,25722,13674,196,127,1460,522,2.227423739,0.105708245,1.228229135,0.94944668,15.24797814,35.24133092,22.12046235,6.569666531,20.82056206,2.47,16.38581489,11.63229376,74.74849095,885,39732,0.145978053,5990,9543,4129,27079,5638,15904,0.5235075,1779,42,151,1850,11888,2606,15904,1.386791503,551,0.017618041,7,58,208,488,1039.21,6481,41639,10061,289.5,196,-2922,40861,40604,41573,40136,41402,-25,-167,40086,39879,39460,-2724,39139,41639
05141,AR,Van Buren,-0.541,-4.419,16545,-0.589,-3.83,0.335,6.81,4.06,-2.86,0.255841194,24.42,20.45,22.68,94.14,0.38,0.32,0.65,2.75,1.96,4.71,30.00,43.59,-4.24,120.93,41.25,16282,65,56,113,475,339,1.096859266,0.389594821,0.113881563,0,14.18907905,43.90383048,21.5403423,6.267318663,14.0994295,2.41,9.45709282,16.62288383,76.75131349,183,16684,0,2643,5387,1741,12270,1730,6852,0.047950132,769,65,0,1139,5259,648,6852,0.491488852,82,0,0,0,8,19,708.14,3923,17295,3537,41.5,-464.5,658,17162,16985,17310,16907,17214,58,-663,16808,16669,16552,-102,16635,17296
05143,AR,Washington,1.089,17.235,239187,9.68,7.555,2.404,28.75,16.05,11.76,5.217782702,215.58,25.35,9.67,74.14,2.87,2.15,1.06,15.49,2.81,12.88,71.01,82.47,17.13,143.26,66.39,150546,5828,4372,2154,31458,5699,10.94828227,0.459460287,4.688245256,4.62213736,15.03369209,26.26969594,20.42876892,5.418961661,32.84888139,2.57,9.390972279,8.096308111,53.287306,25020,228529,0.155778916,28225,36295,20771,138163,45385,85891,1.655369778,7487,1050,3970,6954,45769,8066,85891,6.972856837,15935,0.098893357,226,356,3783,10714,941.97,19641,203065,51484,8288.5,18682.5,25503.5,211756,216000,204024,219941,208051,4904,15414,224434,228482,232732,19749,236611,203050
05145,AR,White,0.475,1.806,78753,0.309,1.497,0.339,14.76,11.84,3.58,1.031432727,74.46,23.92,14.07,89.56,3.94,0.53,0.55,3.74,1.83,11.02,26.96,95.71,52.88,127.77,60.50,69026,3033,411,425,2879,1414,2.820922796,0.206842292,1.116694584,0.984177972,14.63577459,38.41350874,18.40565482,7.186334184,21.35872767,2.56,12.20995797,10.47397738,66.5482008,2223,78804,0.266483935,9374,19564,7454,50930,10878,29263,0.489822852,3660,163,288,3065,19474,3573,29263,1.532917111,1208,0.064717527,51,210,386,880,1035.08,10848,77076,18433,695,2415,7979,78641,78567,77356,78471,78083,262,1158,78915,78917,78844,239,78381,77086
05147,AR,Woodruff,-2.258,-12.659,6320,-9.577,-3.082,0,-16.94,-12.76,-3.27,0.575638959,12.37,23.03,17.81,69.44,27.40,0.21,0.23,1.20,1.43,-14.54,-25.53,150.00,-10.53,26.09,46.48,5041,1989,15,17,87,104,0.525525526,0,0,0,19.97035155,42.52435409,18.93265565,6.52265989,12.04997882,2.26,15.74394464,15.46712803,66.50519031,35,6660,0,894,2008,943,4722,569,2890,0.405405405,308,0,0,447,1922,455,2890,0,0,0,0,0,27,0,586.79,1293,7260,1672,50,-284,-1108.5,7052,7018,7236,6860,7164,0,-223,6706,6600,6575,-693,6466,7264
05149,AR,Yell,-0.564,-3.635,21341,-4.543,0.908,0.899,4.95,2.28,4.87,6.554121152,23.86,26.28,15.40,76.72,1.30,1.25,0.57,19.07,1.75,-3.57,-2.70,93.06,20.95,57.19,13.45,17020,288,278,127,4230,388,9.539702406,0.088073054,6.220738887,4.12494994,19.94620319,40.85109318,21.53251948,4.131319401,13.53886475,2.83,15.07141904,11.54718996,70.2576425,2058,21573,0.032447967,3122,5923,2892,14499,1963,7491,0.811199184,599,19,309,865,5263,1129,7491,8.566263385,1848,0,0,7,175,1342,929.98,3417,22185,5831,1386,1030,482.5,21824,21819,22146,21768,21964,199,201,21506,21502,21509,-1006,21462,22183
06000,CA,California,0.128,5.876,39512223,0.256,5.619,2.685,9.99,1.02,9.11,5.608753943,239.15,24.95,11.40,40.15,5.81,12.82,0.44,37.62,4.87,-5.44,-0.83,30.86,-9.35,27.79,12.92,14956253,2163804,4775070,162250,14013719,1815384,26.91640042,1.732634699,10.57594672,9.099216494,17.07000507,20.56197279,21.29056976,7.823799525,33.25365285,2.96,13.14854457,9.282611806,54.6486485,10537437,39148760,0.471739079,5582150,5391120,4475565,26218885,8718737,12965435,10.48894524,2051313,678305,1179753,1203531,7085435,1704766,12965435,13.48936467,5280919,0.182015982,71257,184680,4106292,4140352,155779.22,4246514,37253956,9295040,1906302,3097661,344998,37948800,38260787,37319502,38596972,37638369,1001909,2097140,38918045,39167117,39358497,95581,39461588,37254519
06001,CA,Alameda,0.274,10.466,1671329,4.827,5.638,6.276,4.61,-3.38,8.14,7.782031121,2043.62,22.55,11.11,34.07,12.19,25.86,0.28,22.51,6.03,-12.95,-12.79,33.43,-21.05,24.09,12.03,514559,184126,390524,4189,339889,90997,32.379753,1.935937215,5.729816877,9.267373051,12.04025583,17.62688472,17.90187512,6.452156859,45.97882747,2.81,11.48812121,8.931171121,53.26409133,532226,1643700,0.983938675,207018,203838,139234,1156404,531701,572870,20.26196995,74613,31821,53090,51164,305134,65812,572870,8.158362232,134099,0.190424043,3130,16173,333046,94181,739.02,167746,1510271,340621,112827,117959.5,-48956,1553764,1579593,1512986,1607792,1530915,94951,85305,1634538,1650950,1660196,73038,1666756,1510258
06003,CA,Alpine,3.673,-2.756,1129,-1.206,-1.55,0.689,-2.73,-21.51,4.88,0.620347395,1.59,21.79,14.13,72.51,0.00,0.60,17.87,7.15,2.38,-1.73,-100.00,75.00,11.70,-10.64,-54.10,852,0,7,210,84,28,2.356020942,0.523560209,0.523560209,1.672240803,11.09693878,28.69897959,26.14795918,4.081632653,29.9744898,3.71,9.030100334,22.0735786,83.94648829,27,1146,0,205,225,87,784,235,299,1.308900524,32,6,5,66,251,27,299,0.523560209,6,0,0,0,15,6,738.33,166,1175,256,7.5,59,-260,1110,1128,1161,1080,1093,8,-18,1077,1047,1111,-14,1089,1175
06005,CA,Amador,0.881,4.925,39752,8.275,-3.35,0.459,8.52,10.95,-3.36,0.42528376,64.06,16.78,20.65,79.61,2.46,1.04,1.44,12.49,3.56,4.86,-30.42,21.47,1.67,52.14,60.09,30325,938,396,547,4756,1356,5.662322557,1.453911021,2.246953396,0.496806246,9.701897019,28.66192412,29.64430894,11.67682927,20.31504065,2.42,7.203690561,15.77714691,76.63591199,2142,37829,0.055512966,8751,8461,2864,29520,5997,14090,1.152554918,3447,550,70,2223,10798,1015,14090,2.487509583,941,0.02907822,11,21,436,850,594.58,7865,38091,6393,149.5,-1181,3850.5,37104,36620,37886,36726,37543,174,-1269,37031,37429,38529,3135,39405,38091
06007,CA,Butte,-4.842,-0.347,219186,-0.654,0.307,0.728,8.28,7.84,1.21,1.818877664,134.44,20.99,15.37,75.19,1.42,4.06,1.54,14.14,4.75,1.75,16.08,33.63,3.03,45.82,31.82,165416,3133,8921,3395,31116,10444,7.559616867,0.903225806,3.147858637,2.392939848,10.6991683,22.72702684,29.75251876,10.27452837,26.54675773,2.55,11.37366499,12.50849684,59.17024782,17166,227075,0.107013101,44001,33611,15823,147890,39260,86797,2.654629528,15195,2051,2077,10857,51358,9872,86797,3.441153804,7814,0.025982605,59,243,6028,7148,1636.46,33817,220000,46168,3707,2460,15988,220869,221641,219949,223516,219975,1601,676,224631,226231,228696,-1439,230339,220005
06009,CA,Calaveras,0.453,0.961,45905,3.389,-2.428,0.442,12.39,15.75,-1.37,0.325993357,44.68,19.62,20.99,83.54,0.78,1.16,1.15,10.32,3.95,7.36,18.33,64.29,-13.34,70.09,34.23,38074,355,529,526,4703,1800,5.672598651,1.914446778,2.007295236,0.533961073,9.629501185,27.61979076,31.79006994,12.25073695,18.70990116,2.57,9.984497904,15.92122639,77.65975771,2566,45235,0.09063778,11000,9557,3332,34602,6474,17417,1.176080469,4239,866,93,2773,13526,1739,17417,2.055930143,930,0.046424229,21,41,532,908,1020.01,9565,45578,8943,132.5,-556.5,6403.5,44815,44655,45468,44671,45160,201,-1104,44965,45322,45681,1541,45698,45578
06011,CA,Colusa,0.602,0.513,21547,-5.929,6.442,-0.882,13.91,2.41,11.71,7.668597545,18.61,29.93,11.65,39.80,0.78,1.25,1.38,55.11,3.57,-5.48,90.91,21.36,-6.33,34.87,-10.43,8524,168,267,296,11804,764,27.4739098,0.517144987,24.613306,10.31913398,30.61463987,23.65410004,20.63957753,9.667008948,15.42467361,2.99,11.17671868,11.75312808,61.45086461,5897,21464,0.130450988,2814,3225,4174,13634,2103,7113,1.043607902,1318,111,734,836,4371,795,7113,25.47521431,5468,0,0,28,224,5283,1150.73,2495,21419,6410,1443,2204,453.5,21284,21250,21437,21176,21323,-189,1381,21231,21496,21579,-1271,21418,21407
06013,CA,Contra Costa,0.261,9.595,1153526,5.622,3.972,3.15,10.56,4.80,6.68,4.214009089,1465.25,24.83,12.43,47.75,8.92,14.19,0.28,24.36,5.93,-8.83,7.78,44.99,-18.20,52.32,27.74,500923,93604,148881,2984,255560,62225,24.99084489,2.22696376,6.072992031,6.477565598,10.62019063,17.56998864,21.82647627,8.26899407,41.71435039,2.86,12.20973955,9.578180724,65.64952827,283208,1133247,0.754292753,169705,136610,82574,777519,324337,392277,11.37986688,64293,25237,25410,37573,257528,47896,392277,9.74606595,110447,0.206662802,2342,8548,128962,68822,715.94,130438,1049025,260505,40151.5,63618.5,45767,1077548,1093401,1052540,1108876,1065440,33154,41810,1124405,1137268,1145535,59176,1150519,1049204
06015,CA,Del Norte,0.26,-2.64,27812,-3.165,0.525,0.357,4.01,4.98,1.89,1.694606414,28.43,21.45,13.54,64.71,3.38,3.28,6.76,17.80,4.54,-4.05,-17.14,51.53,21.47,33.01,15.79,18513,967,938,1935,5093,1298,7.023045508,1.214264877,2.552508751,1.520563323,18.95354221,31.54293358,26.90229974,8.288316098,14.31290837,2.48,14.02183896,12.85845494,62.40432697,1926,27424,0.094807468,5229,6131,3684,19437,2782,9799,2.526983664,1611,333,149,1260,6115,1374,9799,2.753063011,755,0.018232205,5,26,693,700,1006.37,3873,28610,6138,465,518.5,1365.5,28190,27816,28566,27175,28443,102,150,27190,27382,27351,-904,27740,28610
06017,CA,El Dorado,1.099,6.463,192843,5.935,0.528,0.593,15.84,10.41,4.09,1.788918441,106.01,22.74,14.65,79.91,0.72,3.39,0.86,12.08,3.82,9.01,73.96,89.02,22.09,50.18,49.49,144689,1296,6143,1553,21875,6917,9.586362443,2.140779274,2.431145231,1.468802406,6.902669319,21.24543484,27.13263458,11.02096262,33.69829864,2.67,7.854334124,11.21841207,76.60614121,17894,186661,0.113039146,36552,28621,9299,134716,45397,69172,3.372959536,14847,3996,1016,7760,52990,5433,69172,3.033842099,5663,0.026250797,49,211,6296,4538,1707.88,26524,181058,41175,2811.5,6423,16353,180575,181481,181136,183108,180936,1075,956,184569,185976,188679,10751,190746,181058
06019,CA,Fresno,0.721,7.195,999101,-1.222,8.417,1.024,16.39,3.59,12.64,4.369839558,156.17,29.83,10.04,32.73,4.84,9.33,0.64,50.31,4.54,-4.09,11.70,37.80,-3.92,33.11,11.83,304522,45005,86856,5979,468070,42286,21.34869598,0.608610307,13.11942175,9.879064026,24.70876187,22.94213795,23.15118901,8.509568235,20.68834293,3.16,17.81770314,9.202163979,52.83365723,208818,978130,0.241992373,138098,136851,147389,596505,123407,304624,5.860263973,50760,5953,30094,28032,160944,54277,304624,14.29370329,139811,0.073916555,723,2367,57321,128325,5957.99,93421,930450,277507,35015,101253.5,28779,945045,951514,932039,960567,939406,9543,78448,969488,976830,985238,-11386,991950,930507
06021,CA,Glenn,1.523,0.946,28393,-3.417,4.362,-0.612,6.31,0.41,7.73,3.52059358,21.40,27.97,13.29,55.89,0.68,2.40,1.70,37.48,3.61,-5.02,64.10,-21.90,8.66,34.43,-0.59,15717,192,674,477,10539,1014,18.84073556,0.261676883,15.33856687,8.725167216,24.69314885,28.21914751,24.63735773,8.59183218,13.85851372,2.75,12.19926126,9.453928322,59.70849556,5256,27897,0.014338459,4416,5058,4426,17924,2484,10017,1.975122773,1540,73,874,947,5981,1222,10017,16.08775137,4488,0.250923038,70,4,551,4279,1313.95,3737,28122,7865,930,2041.5,109,27851,27809,28127,27831,28139,-172,1227,27753,27840,27926,-961,27967,28122
06023,CA,Humboldt,-0.504,0.407,135558,-0.507,0.913,0.11,6.41,1.03,2.58,0.953250779,37.73,20.10,13.17,77.22,1.03,2.12,5.17,9.81,5.33,0.71,34.59,41.15,3.56,60.91,29.10,103958,1393,2854,6961,13211,7173,5.44016263,0.668787932,2.271522008,1.678736617,9.655667457,23.5083636,27.53137711,9.526243665,29.77834816,2.43,11.11909632,12.50299445,56.85407338,7386,135768,0.066289553,25314,21615,8878,91946,27380,54267,1.475310824,8759,908,911,6785,30853,6034,54267,2.791526722,3790,0.019886866,27,90,2003,3084,3567.99,17725,134623,27061,1205.5,3264.5,1299,134572,134403,135009,134494,135243,148,1233,135102,136290,136507,-684,136244,134611
06025,CA,Imperial,-0.17,3.72,181215,-6.527,10.247,1.217,22.60,5.24,14.48,6.049434731,41.79,29.28,10.40,13.71,2.93,1.26,0.94,80.37,4.42,-16.83,-0.66,-10.02,-5.41,36.43,48.73,23927,5114,2201,1642,140271,7722,31.09768278,0.143161539,28.83817197,23.04060649,31.03038285,24.47273592,23.76118093,6.283268397,14.45243191,3.87,19.6336564,8.91118324,58.37210886,56043,180216,0.024970036,25980,26758,33928,109338,15802,44057,1.069272429,6870,258,10151,3926,25717,8650,44057,29.63665823,53410,0.074910108,135,45,1927,51971,4176.60,18152,174528,51098,8615,20622.5,7460.5,176575,176438,174716,177974,175786,2127,17903,178937,180179,181649,-11404,181523,174524
06027,CA,Inyo,0.518,-2.55,18039,-2.804,0.254,0.697,3.35,-3.64,0.21,1.782233361,1.82,21.03,19.06,66.30,0.55,1.23,10.22,19.40,3.45,-7.91,410.00,44.94,12.93,59.37,-13.98,12296,102,229,1895,3597,640,9.167818634,0.624827205,5.109206525,2.140294445,11.15977046,29.31893688,25.55119299,7.905466626,26.06463304,2.16,9.971545218,15.72435977,63.21910182,1658,18085,0.121647774,3384,3883,1478,13244,3452,8083,1.515067736,1047,113,173,1271,5110,806,8083,6.486038153,1173,0,0,22,274,924,10180.88,3535,18546,3900,320,37,-653.5,18351,18357,18511,18292,18392,129,47,18108,17922,17868,-519,17946,18542
