FIPS,State,County,variable,value
08000,Colorado,Colorado,prop_gop_vote,0.4160412563491241
09000,Connecticut,Connecticut,prop_gop_vote,0.3918711828833072
10000,Delaware,Delaware,prop_gop_vote,0.3977487677110555
11000,District of Columbia,District of Columbia,prop_gop_vote,0.05397321376714795
12000,Florida,Florida,prop_gop_vote,0.5121981962250404
13000,Georgia,Georgia,prop_gop_vote,0.492374738997912
15000,Hawaii,Hawaii,prop_gop_vote,0.3395471416941482
16000,Idaho,Idaho,prop_gop_vote,0.6383756483190364
17000,Illinois,Illinois,prop_gop_vote,0.40553450818173725
18000,Indiana,Indiana,prop_gop_vote,0.5702115776570512
19000,Iowa,Iowa,prop_gop_vote,0.5280019763194579
20000,Kansas,Kansas,prop_gop_vote,0.5621251283426474
21000,Kentucky,Kentucky,prop_gop_vote,0.6208657186929044
22000,Louisiana,Louisiana,prop_gop_vote,0.5846088241400853
23000,Maine,Maine,prop_gop_vote,0.43551228110418266
24000,Maryland,Maryland,prop_gop_vote,0.32150291567748757
25000,Massachusetts,Massachusetts,prop_gop_vote,0.3190815758863096
26000,Michigan,Michigan,prop_gop_vote,0.4783729069113762
27000,Minnesota,Minnesota,prop_gop_vote,0.4528494240916937
28000,Mississippi,Mississippi,prop_gop_vote,0.5760295457538255
29000,Missouri,Missouri,prop_gop_vote,0.5679965577888949
30000,Montana,Montana,prop_gop_vote,0.5691846924002028
31000,Nebraska,Nebraska,prop_gop_vote,0.5822416333205421
32000,Nevada,Nevada,prop_gop_vote,0.4766624732455941
33000,New Hampshire,New Hampshire,prop_gop_vote,0.45356259504677604
34000,New Jersey,New Jersey,prop_gop_vote,0.41396523857348505
35000,New Mexico,New Mexico,prop_gop_vote,0.43496669246129455
36000,New York,New York,prop_gop_vote,0.3746129384009093
37000,North Carolina,North Carolina,prop_gop_vote,0.4993433248829551
38000,North Dakota,North Dakota,prop_gop_vote,0.6511404873707572
39000,Ohio,Ohio,prop_gop_vote,0.5327130010087464
40000,Oklahoma,Oklahoma,prop_gop_vote,0.6537327184806295
41000,Oregon,Oregon,prop_gop_vote,0.4036724604634335
42000,Pennsylvania,Pennsylvania,prop_gop_vote,0.4884361204017247
44000,Rhode Island,Rhode Island,prop_gop_vote,0.38670380471575855
45000,South Carolina,South Carolina,prop_gop_vote,0.5509348091719648
46000,South Dakota,South Dakota,prop_gop_vote,0.6176938967225024
47000,Tennessee,Tennessee,prop_gop_vote,0.6066029416628381
48000,Texas,Texas,prop_gop_vote,0.5205760360355265
49000,Utah,Utah,prop_gop_vote,0.5812983902991959
50000,Vermont,Vermont,prop_gop_vote,0.3038105712622113
51000,Virginia,Virginia,prop_gop_vote,0.4399550366728214
53000,Washington,Washington,prop_gop_vote,0.3876697774334327
54000,West Virginia,West Virginia,prop_gop_vote,0.6863155192461606
55000,Wisconsin,Wisconsin,prop_gop_vote,0.48822437319608825
56000,Wyoming,Wyoming,prop_gop_vote,0.6949978994840271
01000,Alabama,Alabama,prop_dem_vote,0.36569990212122333
02000,Alaska,Alaska,prop_dem_vote,0.42771952271020497
04000,Arizona,Arizona,prop_dem_vote,0.49364690614366613
05000,Arkansas,Arkansas,prop_dem_vote,0.34775061953014963
06000,California,California,prop_dem_vote,0.6348394689387351
08000,Colorado,Colorado,prop_dem_vote,0.5501106714065329
09000,Connecticut,Connecticut,prop_dem_vote,0.5926073151568352
10000,Delaware,Delaware,prop_dem_vote,0.5874300579364167
11000,District of Columbia,District of Columbia,prop_dem_vote,0.9214969392140692
12000,Florida,Florida,prop_dem_vote,0.47861450725442234
13000,Georgia,Georgia,prop_dem_vote,0.49473055784446274
15000,Hawaii,Hawaii,prop_dem_vote,0.6314937976901742
16000,Idaho,Idaho,prop_dem_vote,0.33066402154803953
17000,Illinois,Illinois,prop_dem_vote,0.5754164537667581
18000,Indiana,Indiana,prop_dem_vote,0.4096167705971215
19000,Iowa,Iowa,prop_dem_vote,0.4464723285866375
20000,Kansas,Kansas,prop_dem_vote,0.41559553538832167
21000,Kentucky,Kentucky,prop_dem_vote,0.3615151481115404
22000,Louisiana,Louisiana,prop_dem_vote,0.39851456801526214
23000,Maine,Maine,prop_dem_vote,0.5252557934577239
24000,Maryland,Maryland,prop_dem_vote,0.6536066486007711
25000,Massachusetts,Massachusetts,prop_dem_vote,0.6512298370286536
26000,Michigan,Michigan,prop_dem_vote,0.5062081829082437
27000,Minnesota,Minnesota,prop_dem_vote,0.5239509930974001
28000,Mississippi,Mississippi,prop_dem_vote,0.41057606455978607
29000,Missouri,Missouri,prop_dem_vote,0.4140878173618836
30000,Montana,Montana,prop_dem_vote,0.4054936936160908
31000,Nebraska,Nebraska,prop_dem_vote,0.39166630941787967
32000,Nevada,Nevada,prop_dem_vote,0.5005678195728402
33000,New Hampshire,New Hampshire,prop_dem_vote,0.5270782528014766
34000,New Jersey,New Jersey,prop_dem_vote,0.5733419675281298
35000,New Mexico,New Mexico,prop_dem_vote,0.5428928584957222
36000,New York,New York,prop_dem_vote,0.603918845358349
37000,North Carolina,North Carolina,prop_dem_vote,0.4858621177736324
38000,North Dakota,North Dakota,prop_dem_vote,0.31756762359080093
39000,Ohio,Ohio,prop_dem_vote,0.45239338340705026
40000,Oklahoma,Oklahoma,prop_dem_vote,0.32286174335986634
41000,Oregon,Oregon,prop_dem_vote,0.5645331865404888
42000,Pennsylvania,Pennsylvania,prop_dem_vote,0.5000849567544814
44000,Rhode Island,Rhode Island,prop_dem_vote,0.5947619876593357
45000,South Carolina,South Carolina,prop_dem_vote,0.43416838497813925
46000,South Dakota,South Dakota,prop_dem_vote,0.3560525213613529
47000,Tennessee,Tennessee,prop_dem_vote,0.37451434271023704
48000,Texas,Texas,prop_dem_vote,0.4647900991387051
49000,Utah,Utah,prop_dem_vote,0.37646048583306063
50000,Vermont,Vermont,prop_dem_vote,0.6545578055250049
51000,Virginia,Virginia,prop_dem_vote,0.5410951717780242
53000,Washington,Washington,prop_dem_vote,0.5797030113530306
54000,West Virginia,West Virginia,prop_dem_vote,0.29696521244519614
55000,Wisconsin,Wisconsin,prop_dem_vote,0.4944953686142774
56000,Wyoming,Wyoming,prop_dem_vote,0.26387866557990397
01000,Alabama,Alabama,total_votes,2323282.0
02000,Alaska,Alaska,total_votes,359530.0
04000,Arizona,Arizona,total_votes,3387326.0
05000,Arkansas,Arkansas,total_votes,1219069.0
06000,California,California,total_votes,17500881.0
08000,Colorado,Colorado,total_votes,3279980.0
09000,Connecticut,Connecticut,total_votes,1823857.0
10000,Delaware,Delaware,total_votes,504346.0
11000,District of Columbia,District of Columbia,total_votes,344356.0
12000,Florida,Florida,total_votes,11067456.0
13000,Georgia,Georgia,total_votes,4999960.0
15000,Hawaii,Hawaii,total_votes,579784.0
16000,Idaho,Idaho,total_votes,868014.0
17000,Illinois,Illinois,total_votes,6033743.0
18000,Indiana,Indiana,total_votes,3033118.0
19000,Iowa,Iowa,total_votes,1700130.0
20000,Kansas,Kansas,total_votes,1372303.0
21000,Kentucky,Kentucky,total_votes,2136768.0
22000,Louisiana,Louisiana,total_votes,2148062.0
23000,Maine,Maine,total_votes,828305.0
24000,Maryland,Maryland,total_votes,3037030.0
25000,Massachusetts,Massachusetts,total_votes,3658005.0
26000,Michigan,Michigan,total_votes,5539302.0
27000,Minnesota,Minnesota,total_votes,3277171.0
28000,Mississippi,Mississippi,total_votes,1313759.0
29000,Missouri,Missouri,total_votes,3025962.0
30000,Montana,Montana,total_votes,603674.0
31000,Nebraska,Nebraska,total_votes,956383.0
32000,Nevada,Nevada,total_votes,1405376.0
33000,New Hampshire,New Hampshire,total_votes,806182.0
34000,New Jersey,New Jersey,total_votes,4549353.0
35000,New Mexico,New Mexico,total_votes,923965.0
36000,New York,New York,total_votes,8661735.0
37000,North Carolina,North Carolina,total_votes,5524802.0
38000,North Dakota,North Dakota,total_votes,361819.0
39000,Ohio,Ohio,total_votes,5922202.0
40000,Oklahoma,Oklahoma,total_votes,1560699.0
41000,Oregon,Oregon,total_votes,2374321.0
42000,Pennsylvania,Pennsylvania,total_votes,6915283.0
44000,Rhode Island,Rhode Island,total_votes,516990.0
45000,South Carolina,South Carolina,total_votes,2514096.0
46000,South Dakota,South Dakota,total_votes,422609.0
47000,Tennessee,Tennessee,total_votes,3053851.0
48000,Texas,Texas,total_votes,11315056.0
49000,Utah,Utah,total_votes,1488289.0
50000,Vermont,Vermont,total_votes,370968.0
51000,Virginia,Virginia,total_votes,4460524.0
53000,Washington,Washington,total_votes,4087631.0
54000,West Virginia,West Virginia,total_votes,794652.0
55000,Wisconsin,Wisconsin,total_votes,3298041.0
56000,Wyoming,Wyoming,total_votes,278503.0
01000,Alabama,Alabama,"Percent of adults with a bachelor's degree or higher, 2015-19",25.5
02000,Alaska,Alaska,"Percent of adults with a bachelor's degree or higher, 2015-19",29.6
04000,Arizona,Arizona,"Percent of adults with a bachelor's degree or higher, 2015-19",29.5
05000,Arkansas,Arkansas,"Percent of adults with a bachelor's degree or higher, 2015-19",23.0
06000,California,California,"Percent of adults with a bachelor's degree or higher, 2015-19",33.9
08000,Colorado,Colorado,"Percent of adults with a bachelor's degree or higher, 2015-19",40.9
09000,Connecticut,Connecticut,"Percent of adults with a bachelor's degree or higher, 2015-19",39.3
10000,Delaware,Delaware,"Percent of adults with a bachelor's degree or higher, 2015-19",32.0
11000,District of Columbia,District of Columbia,"Percent of adults with a bachelor's degree or higher, 2015-19",58.5
12000,Florida,Florida,"Percent of adults with a bachelor's degree or higher, 2015-19",29.9
13000,Georgia,Georgia,"Percent of adults with a bachelor's degree or higher, 2015-19",31.3
15000,Hawaii,Hawaii,"Percent of adults with a bachelor's degree or higher, 2015-19",33.0
16000,Idaho,Idaho,"Percent of adults with a bachelor's degree or higher, 2015-19",27.6
17000,Illinois,Illinois,"Percent of adults with a bachelor's degree or higher, 2015-19",34.7
18000,Indiana,Indiana,"Percent of adults with a bachelor's degree or higher, 2015-19",26.5
19000,Iowa,Iowa,"Percent of adults with a bachelor's degree or higher, 2015-19",28.6
20000,Kansas,Kansas,"Percent of adults with a bachelor's degree or higher, 2015-19",33.4
21000,Kentucky,Kentucky,"Percent of adults with a bachelor's degree or higher, 2015-19",24.2
22000,Louisiana,Louisiana,"Percent of adults with a bachelor's degree or higher, 2015-19",24.1
23000,Maine,Maine,"Percent of adults with a bachelor's degree or higher, 2015-19",31.8
24000,Maryland,Maryland,"Percent of adults with a bachelor's degree or higher, 2015-19",40.2
25000,Massachusetts,Massachusetts,"Percent of adults with a bachelor's degree or higher, 2015-19",43.7
26000,Michigan,Michigan,"Percent of adults with a bachelor's degree or higher, 2015-19",29.1
27000,Minnesota,Minnesota,"Percent of adults with a bachelor's degree or higher, 2015-19",36.1
28000,Mississippi,Mississippi,"Percent of adults with a bachelor's degree or higher, 2015-19",22.0
29000,Missouri,Missouri,"Percent of adults with a bachelor's degree or higher, 2015-19",29.2
30000,Montana,Montana,"Percent of adults with a bachelor's degree or higher, 2015-19",32.0
31000,Nebraska,Nebraska,"Percent of adults with a bachelor's degree or higher, 2015-19",31.9
32000,Nevada,Nevada,"Percent of adults with a bachelor's degree or higher, 2015-19",24.7
33000,New Hampshire,New Hampshire,"Percent of adults with a bachelor's degree or higher, 2015-19",37.0
34000,New Jersey,New Jersey,"Percent of adults with a bachelor's degree or higher, 2015-19",39.7
35000,New Mexico,New Mexico,"Percent of adults with a bachelor's degree or higher, 2015-19",27.3
36000,New York,New York,"Percent of adults with a bachelor's degree or higher, 2015-19",36.6
37000,North Carolina,North Carolina,"Percent of adults with a bachelor's degree or higher, 2015-19",31.3
38000,North Dakota,North Dakota,"Percent of adults with a bachelor's degree or higher, 2015-19",30.0
39000,Ohio,Ohio,"Percent of adults with a bachelor's degree or higher, 2015-19",28.3
40000,Oklahoma,Oklahoma,"Percent of adults with a bachelor's degree or higher, 2015-19",25.5
41000,Oregon,Oregon,"Percent of adults with a bachelor's degree or higher, 2015-19",33.7
42000,Pennsylvania,Pennsylvania,"Percent of adults with a bachelor's degree or higher, 2015-19",31.4
44000,Rhode Island,Rhode Island,"Percent of adults with a bachelor's degree or higher, 2015-19",34.2
45000,South Carolina,South Carolina,"Percent of adults with a bachelor's degree or higher, 2015-19",28.1
46000,South Dakota,South Dakota,"Percent of adults with a bachelor's degree or higher, 2015-19",28.8
47000,Tennessee,Tennessee,"Percent of adults with a bachelor's degree or higher, 2015-19",27.3
48000,Texas,Texas,"Percent of adults with a bachelor's degree or higher, 2015-19",29.9
49000,Utah,Utah,"Percent of adults with a bachelor's degree or higher, 2015-19",34.0
50000,Vermont,Vermont,"Percent of adults with a bachelor's degree or higher, 2015-19",38.0
51000,Virginia,Virginia,"Percent of adults with a bachelor's degree or higher, 2015-19",38.8
53000,Washington,Washington,"Percent of adults with a bachelor's degree or higher, 2015-19",36.0
54000,West Virginia,West Virginia,"Percent of adults with a bachelor's degree or higher, 2015-19",20.6
55000,Wisconsin,Wisconsin,"Percent of adults with a bachelor's degree or higher, 2015-19",30.1
56000,Wyoming,Wyoming,"Percent of adults with a bachelor's degree or higher, 2015-19",27.4
72000,Puerto Rico,Puerto Rico,"Percent of adults with a bachelor's degree or higher, 2015-19",25.9
01000,Alabama,Alabama,Unemployment_rate_2019,3.0
02000,Alaska,Alaska,Unemployment_rate_2019,6.1
04000,Arizona,Arizona,Unemployment_rate_2019,4.7
05000,Arkansas,Arkansas,Unemployment_rate_2019,3.5
06000,California,California,Unemployment_rate_2019,4.0
08000,Colorado,Colorado,Unemployment_rate_2019,2.8
09000,Connecticut,Connecticut,Unemployment_rate_2019,3.7
10000,Delaware,Delaware,Unemployment_rate_2019,3.8
11000,District of Columbia,District of Columbia,Unemployment_rate_2019,5.5
12000,Florida,Florida,Unemployment_rate_2019,3.1
13000,Georgia,Georgia,Unemployment_rate_2019,3.4
15000,Hawaii,Hawaii,Unemployment_rate_2019,2.7
16000,Idaho,Idaho,Unemployment_rate_2019,2.9
17000,Illinois,Illinois,Unemployment_rate_2019,4.0
18000,Indiana,Indiana,Unemployment_rate_2019,3.3
19000,Iowa,Iowa,Unemployment_rate_2019,2.7
20000,Kansas,Kansas,Unemployment_rate_2019,3.2
21000,Kentucky,Kentucky,Unemployment_rate_2019,4.3
22000,Louisiana,Louisiana,Unemployment_rate_2019,4.8
23000,Maine,Maine,Unemployment_rate_2019,3.0
24000,Maryland,Maryland,Unemployment_rate_2019,3.6
25000,Massachusetts,Massachusetts,Unemployment_rate_2019,2.9
26000,Michigan,Michigan,Unemployment_rate_2019,4.1
27000,Minnesota,Minnesota,Unemployment_rate_2019,3.2
28000,Mississippi,Mississippi,Unemployment_rate_2019,5.4
29000,Missouri,Missouri,Unemployment_rate_2019,3.3
30000,Montana,Montana,Unemployment_rate_2019,3.5
31000,Nebraska,Nebraska,Unemployment_rate_2019,3.0
32000,Nevada,Nevada,Unemployment_rate_2019,3.9
33000,New Hampshire,New Hampshire,Unemployment_rate_2019,2.5
34000,New Jersey,New Jersey,Unemployment_rate_2019,3.6
35000,New Mexico,New Mexico,Unemployment_rate_2019,4.9
36000,New York,New York,Unemployment_rate_2019,4.0
37000,North Carolina,North Carolina,Unemployment_rate_2019,3.9
38000,North Dakota,North Dakota,Unemployment_rate_2019,2.4
39000,Ohio,Ohio,Unemployment_rate_2019,4.1
40000,Oklahoma,Oklahoma,Unemployment_rate_2019,3.3
41000,Oregon,Oregon,Unemployment_rate_2019,3.7
42000,Pennsylvania,Pennsylvania,Unemployment_rate_2019,4.4
44000,Rhode Island,Rhode Island,Unemployment_rate_2019,3.6
45000,South Carolina,South Carolina,Unemployment_rate_2019,2.8
46000,South Dakota,South Dakota,Unemployment_rate_2019,3.3
47000,Tennessee,Tennessee,Unemployment_rate_2019,3.4
48000,Texas,Texas,Unemployment_rate_2019,3.5
49000,Utah,Utah,Unemployment_rate_2019,2.6
50000,Vermont,Vermont,Unemployment_rate_2019,2.4
51000,Virginia,Virginia,Unemployment_rate_2019,2.8
53000,Washington,Washington,Unemployment_rate_2019,4.3
54000,West Virginia,West Virginia,Unemployment_rate_2019,4.9
55000,Wisconsin,Wisconsin,Unemployment_rate_2019,3.3
56000,Wyoming,Wyoming,Unemployment_rate_2019,3.6
72000,Puerto Rico,Puerto Rico,Unemployment_rate_2019,8.3
01000,Alabama,Alabama,POVALL_2019,747478.0
02000,Alaska,Alaska,POVALL_2019,73033.0
04000,Arizona,Arizona,POVALL_2019,963007.0
05000,Arkansas,Arkansas,POVALL_2019,468575.0
06000,California,California,POVALL_2019,4560419.0
08000,Colorado,Colorado,POVALL_2019,531331.0
09000,Connecticut,Connecticut,POVALL_2019,343101.0
10000,Delaware,Delaware,POVALL_2019,106227.0
11000,District of Columbia,District of Columbia,POVALL_2019,94985.0
12000,Florida,Florida,POVALL_2019,2681832.0
13000,Georgia,Georgia,POVALL_2019,1397607.0
15000,Hawaii,Hawaii,POVALL_2019,124650.0
16000,Idaho,Idaho,POVALL_2019,193741.0
17000,Illinois,Illinois,POVALL_2019,1415838.0
18000,Indiana,Indiana,POVALL_2019,773367.0
19000,Iowa,Iowa,POVALL_2019,337156.0
20000,Kansas,Kansas,POVALL_2019,319931.0
21000,Kentucky,Kentucky,POVALL_2019,692875.0
22000,Louisiana,Louisiana,POVALL_2019,847739.0
23000,Maine,Maine,POVALL_2019,141566.0
24000,Maryland,Maryland,POVALL_2019,537717.0
25000,Massachusetts,Massachusetts,POVALL_2019,631551.0
26000,Michigan,Michigan,POVALL_2019,1264445.0
27000,Minnesota,Minnesota,POVALL_2019,491782.0
28000,Mississippi,Mississippi,POVALL_2019,559764.0
29000,Missouri,Missouri,POVALL_2019,766238.0
30000,Montana,Montana,POVALL_2019,130974.0
31000,Nebraska,Nebraska,POVALL_2019,186402.0
32000,Nevada,Nevada,POVALL_2019,384900.0
33000,New Hampshire,New Hampshire,POVALL_2019,98310.0
34000,New Jersey,New Jersey,POVALL_2019,795676.0
35000,New Mexico,New Mexico,POVALL_2019,358526.0
36000,New York,New York,POVALL_2019,2471760.0
37000,North Carolina,North Carolina,POVALL_2019,1383760.0
38000,North Dakota,North Dakota,POVALL_2019,77327.0
39000,Ohio,Ohio,POVALL_2019,1474285.0
40000,Oklahoma,Oklahoma,POVALL_2019,578631.0
41000,Oregon,Oregon,POVALL_2019,474302.0
42000,Pennsylvania,Pennsylvania,POVALL_2019,1481193.0
44000,Rhode Island,Rhode Island,POVALL_2019,118095.0
45000,South Carolina,South Carolina,POVALL_2019,695259.0
46000,South Dakota,South Dakota,POVALL_2019,101371.0
47000,Tennessee,Tennessee,POVALL_2019,919850.0
48000,Texas,Texas,POVALL_2019,3870944.0
49000,Utah,Utah,POVALL_2019,279435.0
50000,Vermont,Vermont,POVALL_2019,60624.0
51000,Virginia,Virginia,POVALL_2019,822944.0
53000,Washington,Washington,POVALL_2019,731216.0
54000,West Virginia,West Virginia,POVALL_2019,281175.0
55000,Wisconsin,Wisconsin,POVALL_2019,591404.0
56000,Wyoming,Wyoming,POVALL_2019,55776.0
01000,Alabama,Alabama,TOTRATE,629.23
02000,Alaska,Alaska,TOTRATE,339.09
04000,Arizona,Arizona,TOTRATE,372.33
05000,Arkansas,Arkansas,TOTRATE,553.64
06000,California,California,TOTRATE,450.04
08000,Colorado,Colorado,TOTRATE,378.25
09000,Connecticut,Connecticut,TOTRATE,512.26
10000,Delaware,Delaware,TOTRATE,417.53
11000,District of Columbia,District of Columbia,TOTRATE,552.32
12000,Florida,Florida,TOTRATE,391.33
13000,Georgia,Georgia,TOTRATE,508.31
15000,Hawaii,Hawaii,TOTRATE,413.13
16000,Idaho,Idaho,TOTRATE,511.4
17000,Illinois,Illinois,TOTRATE,552.96
18000,Indiana,Indiana,TOTRATE,443.28
19000,Iowa,Iowa,TOTRATE,539.12
20000,Kansas,Kansas,TOTRATE,506.27
21000,Kentucky,Kentucky,TOTRATE,515.68
22000,Louisiana,Louisiana,TOTRATE,605.93
23000,Maine,Maine,TOTRATE,276.31
24000,Maryland,Maryland,TOTRATE,418.35
25000,Massachusetts,Massachusetts,TOTRATE,572.43
26000,Michigan,Michigan,TOTRATE,421.44
27000,Minnesota,Minnesota,TOTRATE,563.06
28000,Mississippi,Mississippi,TOTRATE,587.37
29000,Missouri,Missouri,TOTRATE,492.72
30000,Montana,Montana,TOTRATE,381.01
31000,Nebraska,Nebraska,TOTRATE,556.59
32000,Nevada,Nevada,TOTRATE,343.62
33000,New Hampshire,New Hampshire,TOTRATE,351.52
34000,New Jersey,New Jersey,TOTRATE,547.04
35000,New Mexico,New Mexico,TOTRATE,500.78
36000,New York,New York,TOTRATE,512.1
37000,North Carolina,North Carolina,TOTRATE,475.11
38000,North Dakota,North Dakota,TOTRATE,671.22
39000,Ohio,Ohio,TOTRATE,439.62
40000,Oklahoma,Oklahoma,TOTRATE,593.49
41000,Oregon,Oregon,TOTRATE,311.87
42000,Pennsylvania,Pennsylvania,TOTRATE,538.36
44000,Rhode Island,Rhode Island,TOTRATE,548.11
45000,South Carolina,South Carolina,TOTRATE,521.78
46000,South Dakota,South Dakota,TOTRATE,585.66
47000,Tennessee,Tennessee,TOTRATE,555.04
48000,Texas,Texas,TOTRATE,556.54
49000,Utah,Utah,TOTRATE,791.06
50000,Vermont,Vermont,TOTRATE,336.23
51000,Virginia,Virginia,TOTRATE,448.27
53000,Washington,Washington,TOTRATE,346.2
54000,West Virginia,West Virginia,TOTRATE,355.27
55000,Wisconsin,Wisconsin,TOTRATE,535.86
56000,Wyoming,Wyoming,TOTRATE,395.78
02000,Alaska,Alaska,mean_smoothed_covid_vaccinated_or_accept,0.7529358909662069
01000,Alabama,Alabama,mean_smoothed_covid_vaccinated_or_accept,0.6680213515964666
05000,Arkansas,Arkansas,mean_smoothed_covid_vaccinated_or_accept,0.7035105222577136
04000,Arizona,Arizona,mean_smoothed_covid_vaccinated_or_accept,0.7641441190197694
06000,California,California,mean_smoothed_covid_vaccinated_or_accept,0.8199655143614948
08000,Colorado,Colorado,mean_smoothed_covid_vaccinated_or_accept,0.7975290781207222
09000,Connecticut,Connecticut,mean_smoothed_covid_vaccinated_or_accept,0.8421710007037346
10000,Delaware,Delaware,mean_smoothed_covid_vaccinated_or_accept,0.7727745131239064
12000,Florida,Florida,mean_smoothed_covid_vaccinated_or_accept,0.7318583325227377
13000,Georgia,Georgia,mean_smoothed_covid_vaccinated_or_accept,0.688560433524074
15000,Hawaii,Hawaii,mean_smoothed_covid_vaccinated_or_accept,0.8194746506216096
19000,Iowa,Iowa,mean_smoothed_covid_vaccinated_or_accept,0.7477944310982667
16000,Idaho,Idaho,mean_smoothed_covid_vaccinated_or_accept,0.7023566632181498
17000,Illinois,Illinois,mean_smoothed_covid_vaccinated_or_accept,0.7806120998570348
18000,Indiana,Indiana,mean_smoothed_covid_vaccinated_or_accept,0.7162119490145684
20000,Kansas,Kansas,mean_smoothed_covid_vaccinated_or_accept,0.7483764052050905
21000,Kentucky,Kentucky,mean_smoothed_covid_vaccinated_or_accept,0.7200568555775072
22000,Louisiana,Louisiana,mean_smoothed_covid_vaccinated_or_accept,0.6708853674344227
25000,Massachusetts,Massachusetts,mean_smoothed_covid_vaccinated_or_accept,0.848568940478825
24000,Maryland,Maryland,mean_smoothed_covid_vaccinated_or_accept,0.8246480566136214
23000,Maine,Maine,mean_smoothed_covid_vaccinated_or_accept,0.7929451320772936
26000,Michigan,Michigan,mean_smoothed_covid_vaccinated_or_accept,0.7512117037883058
27000,Minnesota,Minnesota,mean_smoothed_covid_vaccinated_or_accept,0.8032698266414057
29000,Missouri,Missouri,mean_smoothed_covid_vaccinated_or_accept,0.7217271045201874
28000,Mississippi,Mississippi,mean_smoothed_covid_vaccinated_or_accept,0.6609146118194509
30000,Montana,Montana,mean_smoothed_covid_vaccinated_or_accept,0.725760683267013
37000,North Carolina,North Carolina,mean_smoothed_covid_vaccinated_or_accept,0.7329270868824123
38000,North Dakota,North Dakota,mean_smoothed_covid_vaccinated_or_accept,0.7123586367437177
31000,Nebraska,Nebraska,mean_smoothed_covid_vaccinated_or_accept,0.7673388928239636
33000,New Hampshire,New Hampshire,mean_smoothed_covid_vaccinated_or_accept,0.8214187111608642
34000,New Jersey,New Jersey,mean_smoothed_covid_vaccinated_or_accept,0.8102113346178411
35000,New Mexico,New Mexico,mean_smoothed_covid_vaccinated_or_accept,0.8057342937903899
32000,Nevada,Nevada,mean_smoothed_covid_vaccinated_or_accept,0.7519192591910947
36000,New York,New York,mean_smoothed_covid_vaccinated_or_accept,0.7936201803883711
39000,Ohio,Ohio,mean_smoothed_covid_vaccinated_or_accept,0.7196670359700487
40000,Oklahoma,Oklahoma,mean_smoothed_covid_vaccinated_or_accept,0.7092446572313718
41000,Oregon,Oregon,mean_smoothed_covid_vaccinated_or_accept,0.7840395528087516
42000,Pennsylvania,Pennsylvania,mean_smoothed_covid_vaccinated_or_accept,0.7644849561564543
44000,Rhode Island,Rhode Island,mean_smoothed_covid_vaccinated_or_accept,0.8317518709180007
45000,South Carolina,South Carolina,mean_smoothed_covid_vaccinated_or_accept,0.6988077000394164
46000,South Dakota,South Dakota,mean_smoothed_covid_vaccinated_or_accept,0.7423076215572194
47000,Tennessee,Tennessee,mean_smoothed_covid_vaccinated_or_accept,0.6940757236210592
48000,Texas,Texas,mean_smoothed_covid_vaccinated_or_accept,0.749449106825872
49000,Utah,Utah,mean_smoothed_covid_vaccinated_or_accept,0.7823004073745896
51000,Virginia,Virginia,mean_smoothed_covid_vaccinated_or_accept,0.7827764027031497
50000,Vermont,Vermont,mean_smoothed_covid_vaccinated_or_accept,0.8477328749980232
53000,Washington,Washington,mean_smoothed_covid_vaccinated_or_accept,0.8123855027499475
55000,Wisconsin,Wisconsin,mean_smoothed_covid_vaccinated_or_accept,0.7606313281633083
54000,West Virginia,West Virginia,mean_smoothed_covid_vaccinated_or_accept,0.7205319476560351
56000,Wyoming,Wyoming,mean_smoothed_covid_vaccinated_or_accept,0.6620052855399007
02000,Alaska,Alaska,stderr_smoothed_covid_vaccinated_or_accept,0.0016514529625931626
01000,Alabama,Alabama,stderr_smoothed_covid_vaccinated_or_accept,0.0008239989739568694
05000,Arkansas,Arkansas,stderr_smoothed_covid_vaccinated_or_accept,0.0009614124896903052
04000,Arizona,Arizona,stderr_smoothed_covid_vaccinated_or_accept,0.0006312648479052231
06000,California,California,stderr_smoothed_covid_vaccinated_or_accept,0.00027305366431563553
08000,Colorado,Colorado,stderr_smoothed_covid_vaccinated_or_accept,0.0006331665904918371
09000,Connecticut,Connecticut,stderr_smoothed_covid_vaccinated_or_accept,0.0006425034207954732
10000,Delaware,Delaware,stderr_smoothed_covid_vaccinated_or_accept,0.0013309079389385995
12000,Florida,Florida,stderr_smoothed_covid_vaccinated_or_accept,0.00036855120311408556
13000,Georgia,Georgia,stderr_smoothed_covid_vaccinated_or_accept,0.0006236272619579626
15000,Hawaii,Hawaii,stderr_smoothed_covid_vaccinated_or_accept,0.0013142647227912087
19000,Iowa,Iowa,stderr_smoothed_covid_vaccinated_or_accept,0.000796159679676047
16000,Idaho,Idaho,stderr_smoothed_covid_vaccinated_or_accept,0.0011614458700141047
17000,Illinois,Illinois,stderr_smoothed_covid_vaccinated_or_accept,0.00043964131043975995
18000,Indiana,Indiana,stderr_smoothed_covid_vaccinated_or_accept,0.0006438123142543969
20000,Kansas,Kansas,stderr_smoothed_covid_vaccinated_or_accept,0.0008874401337571753
21000,Kentucky,Kentucky,stderr_smoothed_covid_vaccinated_or_accept,0.0007780841645493181
22000,Louisiana,Louisiana,stderr_smoothed_covid_vaccinated_or_accept,0.0008322518370947946
25000,Massachusetts,Massachusetts,stderr_smoothed_covid_vaccinated_or_accept,0.0005568309818388116
24000,Maryland,Maryland,stderr_smoothed_covid_vaccinated_or_accept,0.0006397561220332038
